Clave compendio,Codigo del expediente,Número del procedimiento o contratación,Partida específica,Clave CUCoP+,Descripción CUCoP+,Descripción detallada,Unidad de medida,Cantidad solicitada,uri,scrapped_day
,E-2023-00042923,AA-51-GYN-051GYN032-N-113-2023,25501,25501-0088,REACTIVOS QUIMICOS PARA USO DE LABORATORIO DE MEDICION,CALDO MALONATO DE EDWIN MODIFICADO C/450 O 500 GRAMOS,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c3e47b3e6db149ffb818faea998386f0/procedimiento,27/07/2024
,E-2023-00042923,AA-51-GYN-051GYN032-N-113-2023,25501,25501-0088,REACTIVOS QUIMICOS PARA USO DE LABORATORIO DE MEDICION,CARBONATO DE LITIO POLVO C/1 LITRO,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c3e47b3e6db149ffb818faea998386f0/procedimiento,27/07/2024
,E-2023-00042923,AA-51-GYN-051GYN032-N-113-2023,25501,25501-0066,COLORANTE PARA MICROBIOLOGIA,COLORANTE AZUL DE METILENO C/450 O 500 GRAMOS,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c3e47b3e6db149ffb818faea998386f0/procedimiento,27/07/2024
,E-2023-00042923,AA-51-GYN-051GYN032-N-113-2023,25501,25501-0066,COLORANTE PARA MICROBIOLOGIA,COLORANTE FUSCINA C/450 O 500 GRAMOS,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c3e47b3e6db149ffb818faea998386f0/procedimiento,27/07/2024
,E-2023-00042923,AA-51-GYN-051GYN032-N-113-2023,25501,25501-0090,MATERIAL DE PLASTICO PARA USO EN LABORATORIO DE MEDICION,CASSETE BLANCO (TIPO TISSUE-TEK)CAJA C/500,PIEZA,8,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c3e47b3e6db149ffb818faea998386f0/procedimiento,27/07/2024
,E-2023-00042923,AA-51-GYN-051GYN032-N-113-2023,25501,25501-0077,FRASCO,FRASCO ESTERIL CON TAPA ROJA DE ROSCA DE 120 ML.,PIEZA,"1,600",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c3e47b3e6db149ffb818faea998386f0/procedimiento,27/07/2024
,E-2023-00042923,AA-51-GYN-051GYN032-N-113-2023,25501,25501-0088,REACTIVOS QUIMICOS PARA USO DE LABORATORIO DE MEDICION,GLICEROL C/1 LITRO,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c3e47b3e6db149ffb818faea998386f0/procedimiento,27/07/2024
,E-2023-00042923,AA-51-GYN-051GYN032-N-113-2023,25501,25501-0088,REACTIVOS QUIMICOS PARA USO DE LABORATORIO DE MEDICION,"KIT PAS TINCION EL KIT SE COMPONE DE TRES REACTIVOS LISTOS PARA USO, NO NECESITAN PREDILUCIÓN. LOS REACTIVOS SON: ÁCIDO PERYÓDICO 0,5 %, ACUOSO 500 ML, REACTIVO DE SCHIFF 500 ML, AZUL ALCIÁN EN SOLUCIÓN PH 2,5 500 ML.",PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c3e47b3e6db149ffb818faea998386f0/procedimiento,27/07/2024
,E-2023-00042923,AA-51-GYN-051GYN032-N-113-2023,25501,25501-0088,REACTIVOS QUIMICOS PARA USO DE LABORATORIO DE MEDICION,"KIT PAS TINCION .EL KIT SE COMPONE DE TRES REACTIVOS LISTOS PARA USO, NO NECESITAN PREDILUCIÓN. LOS REACTIVOS SON: ÁCIDO PERYÓDICO 0,5 %, ACUOSO 500 ML, REACTIVO DE SCHIFF 500 ML, AZUL ALCIÁN EN SOLUCIÓN PH 2,5 500 ML.",PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c3e47b3e6db149ffb818faea998386f0/procedimiento,27/07/2024
,E-2023-00042923,AA-51-GYN-051GYN032-N-113-2023,25501,25501-0088,REACTIVOS QUIMICOS PARA USO DE LABORATORIO DE MEDICION,MEDIO DE INMERSIÓN CONGELANTE (TIPO TISSUE TEK) C/118 MILILITROS,PIEZA,2,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c3e47b3e6db149ffb818faea998386f0/procedimiento,27/07/2024
,E-2023-00042923,AA-51-GYN-051GYN032-N-113-2023,25501,25501-0092,MATERIAL METALICO PARA USO EN LABORATORIO DE MEDICION,"MOLDE METÁLICO PARA INCLUSIÓN EN PARAFINA CHICO 15X15X5 MM (DE ACERO INOXIDABLE, TIPO METRIX)",PIEZA,4,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c3e47b3e6db149ffb818faea998386f0/procedimiento,27/07/2024
,E-2023-00042923,AA-51-GYN-051GYN032-N-113-2023,25501,25501-0092,MATERIAL METALICO PARA USO EN LABORATORIO DE MEDICION,"MOLDE METÁLICO PARA INCLUSIÓN EN PARAFINA MEDIANO 24X24X5MM (DE ACERO INOXIDABLE, TIPO METRIX)",PIEZA,8,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c3e47b3e6db149ffb818faea998386f0/procedimiento,27/07/2024
,E-2023-00042923,AA-51-GYN-051GYN032-N-113-2023,25501,25501-0092,MATERIAL METALICO PARA USO EN LABORATORIO DE MEDICION,"MOLDE METÁLICO PARA INCLUSIÓN EN PARAFINA GRANDE 37X24X5MM (DE ACERO INOXIDABLE, TIPO METRIX)",PIEZA,4,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c3e47b3e6db149ffb818faea998386f0/procedimiento,27/07/2024
,E-2023-00042923,AA-51-GYN-051GYN032-N-113-2023,25501,25501-0092,MATERIAL METALICO PARA USO EN LABORATORIO DE MEDICION,"MOLDE METÁLICO PARA INCLUSIÓN EN PARAFINA MEDIANO 24X24X5MM (DE ACERO INOXIDABLE, TIPO METRIX)",PIEZA,8,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c3e47b3e6db149ffb818faea998386f0/procedimiento,27/07/2024
,E-2023-00042923,AA-51-GYN-051GYN032-N-113-2023,25501,25501-0088,REACTIVOS QUIMICOS PARA USO DE LABORATORIO DE MEDICION,PARAFINA P/HISTOLOGIA CAJA C/8 BOLSAS DE 1 KG (TIPO LEICA) C/8 BOLSAS,PIEZA,10,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c3e47b3e6db149ffb818faea998386f0/procedimiento,27/07/2024
,E-2023-00042923,AA-51-GYN-051GYN032-N-113-2023,25501,25501-0088,REACTIVOS QUIMICOS PARA USO DE LABORATORIO DE MEDICION,RECUPERADOR DE ANTÍGENOS SOLUCIÓN C/1 LITRO,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c3e47b3e6db149ffb818faea998386f0/procedimiento,27/07/2024
,E-2023-00042923,AA-51-GYN-051GYN032-N-113-2023,25501,25501-0088,REACTIVOS QUIMICOS PARA USO DE LABORATORIO DE MEDICION,SOLUCIONES DE CALIBRACION DE PH METRO,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c3e47b3e6db149ffb818faea998386f0/procedimiento,27/07/2024
,E-2023-00042923,AA-51-GYN-051GYN032-N-113-2023,25501,25501-0088,REACTIVOS QUIMICOS PARA USO DE LABORATORIO DE MEDICION,SULFATO DE ZINC C/450 O 500 GRAMOS,PIEZA,5,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c3e47b3e6db149ffb818faea998386f0/procedimiento,27/07/2024
,E-2023-00042923,AA-51-GYN-051GYN032-N-113-2023,25501,25501-0088,REACTIVOS QUIMICOS PARA USO DE LABORATORIO DE MEDICION,TINCION DE PASHIFF,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c3e47b3e6db149ffb818faea998386f0/procedimiento,27/07/2024
,E-2023-00042923,AA-51-GYN-051GYN032-N-113-2023,25501,25501-0088,REACTIVOS QUIMICOS PARA USO DE LABORATORIO DE MEDICION,TINCION DE PERLS,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c3e47b3e6db149ffb818faea998386f0/procedimiento,27/07/2024
,E-2023-00042923,AA-51-GYN-051GYN032-N-113-2023,25501,25501-0088,REACTIVOS QUIMICOS PARA USO DE LABORATORIO DE MEDICION,TINCION HEMATOLOGICA DE MIELOPEROXIDASA,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c3e47b3e6db149ffb818faea998386f0/procedimiento,27/07/2024
,E-2023-00009675,AA-11-L4J-011L4J998-N-19-2023,25501,25501-0090,MATERIAL DE PLASTICO PARA USO EN LABORATORIO DE MEDICION,"NY100900 MILLIPORE FILTRO DE MALLA DE NYLON, HIDROFILO, 10 UM, 90 MM, CAT NY1009000 MCA MERCK MILLIPORE",PIEZA,3,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c99472393dc44d678511f2912672fc75/procedimiento,27/07/2024
,E-2023-00009675,AA-11-L4J-011L4J998-N-19-2023,25501,25501-0090,MATERIAL DE PLASTICO PARA USO EN LABORATORIO DE MEDICION,"GNWP02500 MILLIPORE MEMBRANA DE NYLON. HIDROFILA 0.2 UM, 25 MM, BLANCA, SUPERFICIE LISA, CAT GNWP02500 MCA MERCK MILLOPRE,",PIEZA,3,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c99472393dc44d678511f2912672fc75/procedimiento,27/07/2024
,E-2023-00084823,AA-51-GYN-051GYN033-N-32-2023,25401,25401-0556,ALBUMINA,ALBUMINA BOVINA AL 22% FCO CON 10 ML,PIEZA,8,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/51209a701dda4194b760347a89155590/procedimiento,27/07/2024
,E-2023-00084823,AA-51-GYN-051GYN033-N-32-2023,25101,25101-0007,ANTIGENOS (EXCLUYE OXIGENO VIA) (INORGANICA BASICA),"ANTIGENO PARATIFICO ""H"" FCO 5 ML",PIEZA,15,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/51209a701dda4194b760347a89155590/procedimiento,27/07/2024
,E-2023-00084823,AA-51-GYN-051GYN033-N-32-2023,25101,25101-0037,REACTIVOS ANALITICOS,FENOL CRISTALES FRASCO 500 GR,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/51209a701dda4194b760347a89155590/procedimiento,27/07/2024
,E-2023-00084823,AA-51-GYN-051GYN033-N-32-2023,25101,25101-0037,REACTIVOS ANALITICOS,"ANTIGENO PARATIFICO ""B"" FCO 5 ML",PIEZA,14,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/51209a701dda4194b760347a89155590/procedimiento,27/07/2024
,E-2023-00084823,AA-51-GYN-051GYN033-N-32-2023,25101,25101-0037,REACTIVOS ANALITICOS,REACCIONES FEBRILES EQUIPO C/6 FCOS 5 ML. MAS CONTRLES POSITIVO Y NEGATIVO,PIEZA,17,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/51209a701dda4194b760347a89155590/procedimiento,27/07/2024
,E-2023-00084823,AA-51-GYN-051GYN033-N-32-2023,25101,25101-0007,ANTIGENOS (EXCLUYE OXIGENO VIA) (INORGANICA BASICA),"ANTIGENO PARATIFICO ""O"" FCO 5 ML",PIEZA,15,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/51209a701dda4194b760347a89155590/procedimiento,27/07/2024
,E-2023-00084823,AA-51-GYN-051GYN033-N-32-2023,25101,25101-0037,REACTIVOS ANALITICOS,"ANTIGENO PARATIFICO ""A"" FCO 5 ML",PIEZA,14,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/51209a701dda4194b760347a89155590/procedimiento,27/07/2024
,E-2023-00084823,AA-51-GYN-051GYN033-N-32-2023,25101,25101-0037,REACTIVOS ANALITICOS,PROTES OX19 FCO 5 ML,PIEZA,16,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/51209a701dda4194b760347a89155590/procedimiento,27/07/2024
,E-2023-00084823,AA-51-GYN-051GYN033-N-32-2023,25101,25101-0037,REACTIVOS ANALITICOS,REACTIVO ROSA DE BENGALA PARA BRUCELA ENV C/50 PBAS,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/51209a701dda4194b760347a89155590/procedimiento,27/07/2024
,E-2023-00084823,AA-51-GYN-051GYN033-N-32-2023,25101,25101-0063,AGUA BIDESTILADA,AGUA BIDESTILADA ENVASE DE 20 LTS,PIEZA,36,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/51209a701dda4194b760347a89155590/procedimiento,27/07/2024
,E-2023-00084823,AA-51-GYN-051GYN033-N-32-2023,25101,25101-0037,REACTIVOS ANALITICOS,"PRUEBA PARA LA DETECCION DE ANTICUERPOS DENGUE, CAJA 10 PRUBAS",PIEZA,73,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/51209a701dda4194b760347a89155590/procedimiento,27/07/2024
,E-2023-00084823,AA-51-GYN-051GYN033-N-32-2023,25101,25101-0037,REACTIVOS ANALITICOS,TROPONINA CAJA C/10 PRUEBAS (CASSETTE),PIEZA,5,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/51209a701dda4194b760347a89155590/procedimiento,27/07/2024
,E-2023-00084823,AA-51-GYN-051GYN033-N-32-2023,25501,25501-0035,PORTA OBJETOS,PORTA OBJETOS 26X76 MM CAJA CON 50,PIEZA,270,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/51209a701dda4194b760347a89155590/procedimiento,27/07/2024
,E-2023-00084823,AA-51-GYN-051GYN033-N-32-2023,25501,25501-0031,PIPETA,PIPETA PASTEUR DE VIDRIO DE 5.75 INCH (146 MM CAJA C/200),PIEZA,5,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/51209a701dda4194b760347a89155590/procedimiento,27/07/2024
,E-2023-00084823,AA-51-GYN-051GYN033-N-32-2023,25501,25501-0031,PIPETA,PIPETA DE VIDRIO AFORADA DE 5 ML,PIEZA,10,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/51209a701dda4194b760347a89155590/procedimiento,27/07/2024
,E-2023-00061918,AA-38-9ZU-0389ZU001-N-139-2023,25501,25501-0043,SOPORTE PARA LABORATORIO,"2 CAJAS DE ROLLO DE 30MTS C/U DE TUBO CORRUGADO CORR A FLEX II EN ROLLO 100 PIES (30 MTS.) MCA. HUDSON CLAVE DE PRODUCTO:U-1680 1PZA DE SOPORTE DE MONTAJE PARA TANQUE DE OXÍGENO PARA VENTILADOR EHÉCATL 2.0 CLAVE DE PRODUCTO: 768968 1PZA DE ADAPTADOR DE VÍAS RESPIRATORIAS (PARA CAPNOGRAFIA SPU, PACIENTE ADULTO PAQUETE CON 25 PZAS) 1 CABLE/SENSOR DE DIAGNÓSTICO DE CAPNOGRAFÍA CONVENCIONAL (MAINSTREAM) CLAVE DE PRODUCTO:301.114.000",PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/6a2340252d064fcbb589d13b7b4c3987/procedimiento,27/07/2024
,E-2023-00049986,AA-50-GYR-050GYR001-I-179-2023,25401,25401-0518,TUBO ENDOTRAQUEAL DE PLASTICO,TUBOS. ENDOTRAQUEALES. DE PLASTICO GRADO MEDICO CON MARCA RADIOPACA ESTERILESDESECHABLES CON GLOBO DE ALTO VOLUMEN Y BAJA PRESION INCLUYE UNA VALVULA UNCONECTOR Y UNA ESCALA EN MM PARA DETERMINAR LA PROFUNDIDAD DE LA COLOCACION DELTUBO. CON ORIFICIO. TIPO,PIEZA,265,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9c01ddd2090c4ef1afa3df02c3bac7dc/procedimiento,27/07/2024
,E-2023-00049986,AA-50-GYR-050GYR001-I-179-2023,29501,29501-0005,ACCESORIOS DE EQUIPO E INSTRUMENTAL MEDICO Y DE LABORATORIO,EQUIPOS. EQUIPO PARA PROCEDIMIENTOS UROLOGICOS; CONSTA DE: CATETER URETERALRADIOPACO DOBLE J DE POLIURETANO CALIBRE 5 FR. LONGITUD: 24 CM. GUIA METALICA DEALAMBRE AFINADO CON PUNTA RECTA FLEXIBLE. LONGITUD 70 CM. CALIBRE 0.035 PULGADAS(0.089 MM) O 0.038 P,PIEZA,45,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9c01ddd2090c4ef1afa3df02c3bac7dc/procedimiento,27/07/2024
,E-2023-00049986,AA-50-GYR-050GYR001-I-179-2023,53201,53201-0430,ESFINTEROTOMO (EQUIPO MEDICO QUIRURGICO),"ESFINTEROTOMO PARA VIAS BILIARES DE DOBLE LUMEN, CALIBRE DEL CATETER 6 FR CONPUNTA DISTAL DE 5 FR Y 200 CM DE LONGITUD. TIPO: CANULATOME II, ESTERIL YDESECHABLE. CON AREA DE CORTE DE: 20 MM.",PIEZA,18,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9c01ddd2090c4ef1afa3df02c3bac7dc/procedimiento,27/07/2024
,E-2023-00049986,AA-50-GYR-050GYR001-I-179-2023,27201,27201-0012,GUANTES DE HULE,"GUANTES PARA EXPLORACION, AMBIDIESTRO, ESTERILES. DE POLIETILENO, DESECHABLES.,TAMAÑOS: GRANDE. ENVASE CON 100 PIEZAS.",PIEZA,48,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9c01ddd2090c4ef1afa3df02c3bac7dc/procedimiento,27/07/2024
,E-2023-00049986,AA-50-GYR-050GYR001-I-179-2023,25401,25401-0291,JALEA LUBRICANTE ASEPTICA,JALEAS LUBRICANTE. ASEPTICA.,PIEZA,338,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9c01ddd2090c4ef1afa3df02c3bac7dc/procedimiento,27/07/2024
,E-2023-00049986,AA-50-GYR-050GYR001-I-179-2023,25401,25401-0149,CUBRE BOCA,"CUBREBOCAS QUIRURGICO. CUBREBOCA QUIRURGICO ELABORADO CON DOS CAPAS EXTERNAS DETELA NO TEJIDA, UN FILTRO INTERMEDIO DE POLIPROPILENO; PLANO O PLISADO; CONAJUSTE NASAL MOLDEABLE. RESISTENTE A FLUIDOS, ANTIESTATICO, HIPOALERGENICO. CONBANDAS O AJUSTE ELASTI",PIEZA,"73,961",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9c01ddd2090c4ef1afa3df02c3bac7dc/procedimiento,27/07/2024
,E-2023-00049986,AA-50-GYR-050GYR001-I-179-2023,25401,25401-0443,SONDA DE SILASTIC PARA DRENAJE TORAXICO,SONDAS. PARA DRENAJE TORACICO DE ELASTOMERO DE SILICON RADIOPACA. LONGITUD: 45 A51 CM. CALIBRE: 36 FR. PIEZA.,PIEZA,45,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9c01ddd2090c4ef1afa3df02c3bac7dc/procedimiento,27/07/2024
,E-2023-00049986,AA-50-GYR-050GYR001-I-179-2023,25401,25401-0474,SUTURAS SEDA NEGRA TRENZADA (SIN AGUJA),SUTURAS. SEDA NEGRA TRENZADA SIN AGUJA. LONGITUD DE LA HEBRA: 75 CM CALIBRE DELA SUTURA: 3-0 SOBRE CON 7 A 12 HEBRAS. ENVASE CON 12 SOBRES.,PIEZA,10,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9c01ddd2090c4ef1afa3df02c3bac7dc/procedimiento,27/07/2024
,E-2023-00049986,AA-50-GYR-050GYR001-I-179-2023,24801,24801-0035,VALVULAS PVC,"VALVULAS PARA DERIVACION DE LIQUIDO CEFALORRAQUIDEO, DE RESORTE, PRESION MUYBAJA DE 15 A 40 MM DE H20, CATETER CEFALICO O VENTRICULAR DE 15 CM MINIMO DELONGITUD Y CATETER PERITONEAL DE 85 CM MINIMO DE LONGITUD. INCLUYE: ADITAMENTOSPARA SU COLOCACION. ESTE",PIEZA,5,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9c01ddd2090c4ef1afa3df02c3bac7dc/procedimiento,27/07/2024
,E-2023-00049986,AA-50-GYR-050GYR001-I-179-2023,24801,24801-0035,VALVULAS PVC,"VALVULAS PARA DERIVACION DE LIQUIDO CEFALORRAQUIDEO, DE RESORTE, PRESION MUYALTA DE 170 A 230 MM DE H20, CATETER CEFALICO O VENTRICULAR DE 15 CM MINIMO DELONGITUD Y CATETER PERITONEAL DE 85 CM MINIMO DE LONGITUD. INCLUYE: ADITAMENTOSPARA SU COLOCACION. ES",PIEZA,3,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9c01ddd2090c4ef1afa3df02c3bac7dc/procedimiento,27/07/2024
,E-2023-00049986,AA-50-GYR-050GYR001-I-179-2023,25401,25401-0438,SOLUCION PARA RESECCION TRANSURETRAL DE GLICINA,MEDIOS DE CONTRASTE. HIDROSOLUBLES IONICOS EN CONCENTRACION DE 280 A 300 MG/ML:IODOTALAMATO DE MEGLUMINA; IODAMIDA MEGLUMINICA; IOXITALAMATO DE MEGLUMINA;AMIDOTRIZOATO DE MEGLUMINA (SE RECOMIENDA PARA USO EXTRAVASCULAR). FRASCO CON150 ML.,PIEZA,5,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9c01ddd2090c4ef1afa3df02c3bac7dc/procedimiento,27/07/2024
,E-2023-00049986,AA-50-GYR-050GYR001-I-179-2023,25401,25401-0438,SOLUCION PARA RESECCION TRANSURETRAL DE GLICINA,"MEDIOS DE CONTRASTE HIDROSOLUBLES NO IONICOS EN CONCENTRACION DE 240 A 250MG/MLIOVERSOL, IOPAMIDOL, IOHEXOL, IOPROMIDA, IOBITRIDOL ENVASE CON 200 ML.*INCLUYESISTEMA DE TRANSFERENCIA CON VALVULA ANTIRREFLUJO, FAJILLA Y ASA DESUSPENSION.",PIEZA,8,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9c01ddd2090c4ef1afa3df02c3bac7dc/procedimiento,27/07/2024
,E-2023-00049986,AA-50-GYR-050GYR001-I-179-2023,25401,25401-0617,AGENTES COLORANTES (AZUL PATENTE V),AZUL DE METILENO DE LOEFFLERCOLORANTE DE CONTRASTE PARABACILOS ACIDO-ALCOHOL RESIS-TENTES.,PIEZA,58,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9c01ddd2090c4ef1afa3df02c3bac7dc/procedimiento,27/07/2024
,E-2023-00049986,AA-50-GYR-050GYR001-I-179-2023,25401,25401-0201,ESCOBILLON,"ESCOBILLON DE CERDAS PARA LAVAR TUBOS DE ENSAYE Y FRASCOS, CON LONGITUD DE 12.5CM Y LONGITUD TOTAL 20 CM. DIAMETRO 3.5 CM.",PIEZA,8,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9c01ddd2090c4ef1afa3df02c3bac7dc/procedimiento,27/07/2024
