cod_exp,num_proc,dependencia,unidad_comp,correo,nombre_procedimiento,tipo_proc,entidad_fed,anio_ej,proc_exc,fecha_pub,claves_list,part_testigo,abastecimiento_sim,plurianual,tipo_cont,anticipo,forma_pago,plazo_garant,meses_garant,garant_cump,caracter,caso_fort ,tipo_cont_abierto,uri,scrapped_day
E-2024-00115075,LA-50-GYR-050GYR049-T-6-2025,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,"050GYR049 UMAE DR. VICTORIO DE LA FUENTE NARVAEZ CIUDAD DE MEXICO, DIRECCION",alejandro.rodriguezl@imss.gob.mx,MATERIAL DE ENDOPROTESIS,LICITACIÓN PÚBLICA,CIUDAD DE MÉXICO,2025,NO,09/01/2025 09:51,25401,NO,,NO,ADQUISICIONES,NO,"EL PAGO SE REALIZARA MEDIANTE TRASFERENCIA ELECTRÓNICA DE FONDOS, A TRAVÉS DEL ESQUEMA ELECTRÓNICO INTERBANCARIO QUE EL IMSS TIENE EN OPERACIÓN, A MENOS LA IMPOSIBILIDAD PARA ELLO Y EL PROVEEDOR ACREDITE EN FORMA FEHACIENTE LA CIRCUNSTANCIA MENCIONADA",10,,SI,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,NO,CANTIDAD,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/9713d3aea798415a95a041067127e082/procedimiento,18/01/2025
E-2024-00112379,LA-50-GYR-050GYR079-T-2-2025,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,"050GYR079 UNIDAD MEDICA DE ALTA ESPECIALIDAD, HOSPITAL DE GINECOOBSTETRICIA DEL CENTRO MEDICO NACIONAL DE",luis.guzman@imss.gob.mx,ADQUISICION Y SUMINISTRO DE CONSUMIBLES PARA BOMBAS DE INFUSION,LICITACIÓN PÚBLICA,JALISCO,2025,NO,26/12/2024 16:10,25401,NO,NO,NO,ADQUISICIONES,NO,PAGOS PROGRESIVOS A LOS 20 DIAS DESPUES DE PRESENTADA LA DOCUMENTACION EN EL DEPARTAMENTO DE FINANZAS.,10,,SI,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,NO,CANTIDAD,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/01af110d5af14e62bc7c429f87940765/procedimiento,18/01/2025
E-2025-00007063,LA-12-NBD-012NBD001-N-8-2025,"012NBD - HOSPITAL GENERAL DE MEXICO """"DR. EDUARDO LICEAGA""""",012NBD001 DIRECCION DE ADMINISTRACION Y FINANZAS,patricia.chavarria@salud.gob.mx,"SERVICIO MÉDICO DE HEMODINAMIA, RADIOLOGÍA LA-12-NBD-012NBD001-N-8-2025",LICITACIÓN PÚBLICA,CIUDAD DE MÉXICO,2025,NO,21/01/2025 10:10,"25401,33901",NO,,NO,SERVICIOS,NO,TRANSFERENCIA ELECTRONICA,10,,SI,NACIONAL,NO,CANTIDAD,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/0dc02e75cdde4592a26ddd078acc3f95/procedimiento,21/01/2025
E-2025-00006478,LA-73-019-914010985-I-6-2025,073019 - SECRETARÍA DE SALUD,914010985 DIRECCIÓN DE RECURSOS MATERIALES DE OPD SERVICIOS DE SALUD JALISCO,julio.jimenez@ssj.gob.mx,"ADQUISICIÓN DE MATERIAL DE CURACIÓN PARA EL O.P.D. SERVICIOS DE SALUD JALISCO, P",LICITACIÓN PÚBLICA,JALISCO,2025,NO,14/01/2025 20:40,25401,NO,NO,NO,ADQUISICIONES,NO,CONFORME AL NUMERAL 8 CONDICIONES DE PAGO. DE LAS BASES,10,12,SI,INTERNACIONAL ABIERTO,NO,MONTO,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/06a421d65f304a0f9f5a018317f05c91/procedimiento,21/01/2025
E-2025-00007643,IA-50-GYR-050GYR091-I-2-2025,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,"050GYR091 UMAE HOSPITAL DE TRAUMATOLOGIA Y ORTOPEDIA DE PUEBLA, OFICINA DE ADQUISICIONES",erendida.suarez@imss.gob.mx,ADQUISICIÓN DE MATERIAL DE OSTEOSÍNTESIS Y ENDOPRÓTESIS,INVITACIÓN A CUANDO MENOS TRES PERSONAS,PUEBLA,2025,NO,20/01/2025 18:16,25401,NO,NO,NO,ADQUISICIONES,NO,SE REALIZARA DE ACUERDO A LA NORMATIVIDAD VIGENTE DE LA DIRECCIÓN DE FINANZAS DEL IMSS,10,,SI,INTERNACIONAL ABIERTO,OTRO,CANTIDAD,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/84fe271e0dbb4e13979aac9e764000e6/procedimiento,21/01/2025
E-2025-00000920,LA-50-GYR-050GYR008-T-27-2025,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR008 OFICINA DE ADQUISICION DE BIENES Y CONTRATACION DE SERVICIOS,enrique.lopezb@imss.gob.mx,LA-T27-2025 ADQUISICION DE MATERIAL DE OSTEOSINTESIS Y ENDOPROTESIS,LICITACIÓN PÚBLICA,QUINTANA ROO,2025,NO,14/01/2025 08:43,25401,NO,NO,NO,ADQUISICIONES,NO,"EL PAGO SE REALIZARÁ EN PESOS MEXICANOS, A LOS 20 (VEINTE) DÍAS NATURALES POSTERIORES A LA ENTREGA POR PARTE DE “EL PROVEEDOR”, DE LOS REQUISITOS ESTABLECIDOS EN EL PROCEDIMIENTO PARA LA RECEPCIÓN, GLOSA Y APROBACIÓN DE DOCUMENTOS PRESENTADOS PARA TRÁMITE DE PAGO Y LA CONSTITUCIÓN, MODIFICACIÓN, CANCELACIÓN, OPERACIÓN Y CONTROL DE FONDOS FIJOS, PARA LA CUENTA 42060406 (CUENTA CONTABLE FINAT: 51251019",10,12,SI,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,NO,MONTO,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/646292b6bfa34fb98e89ff14e91fb012/procedimiento,21/01/2025
E-2024-00118151,LA-50-GYR-050GYR022-N-30-2025,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR022 COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO VERACRUZ SUR,jose.torresle@imss.gob.mx,ADQUISICIÓN DE EQUIPOS DE VENOCLISIS CON BOMBAS DE INFUSIÓN,LICITACIÓN PÚBLICA,VERACRUZ,2025,NO,16/01/2025 10:28,25401,NO,NO,NO,ADQUISICIONES,NO,GENERALMENTE REALIZADA VÍA TRANSFERENCIA BANCARIA.,10,,SI,NACIONAL,NO,MONTO,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/9673647daa5c4f03a4fb47fe89e25e57/procedimiento,21/01/2025
E-2025-00006115,LA-51-GYN-051GYN085-T-10-2025,051GYN - INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,"051GYN085 HOSPITAL REGIONAL GRAL. IGNACIO ZARAGOZA, COORDINACION DE RECURSOS MATERIALES",estherlara@issste.gob.mx,MATERIAL DE OSTESINTESIS 2025,LICITACIÓN PÚBLICA,CIUDAD DE MÉXICO,2025,NO,15/01/2025 16:58,25401,NO,NO,NO,ADQUISICIONES,NO,TRANSFERENCIA ELECTRÓNICA,10,,SI,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,NO,CANTIDAD,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/f233319ca121479a924fda8b75fbee1d/procedimiento,21/01/2025
E-2025-00007612,LA-51-GYN-051GYN052-I-2-2025,051GYN - INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,051GYN052 DELEGACION ESTATAL DEL ISSSTE EN BAJA CALIFORNIA SUR,mi.angulo@issste.gob.mx,ADQUISICIÓN MATERIAL DE OSTEOSÍNTESIS,LICITACIÓN PÚBLICA,BAJA CALIFORNIA SUR,2025,NO,21/01/2025 11:12,25401,NO,NO,NO,ADQUISICIONES,NO,TRANSFERENCIA ELECTRÓNICA,10,,SI,INTERNACIONAL ABIERTO,NO,MONTO,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/56b6330989ee4c0b938367aa8f3d81fb/procedimiento,21/01/2025
E-2024-00114846,LA-50-GYR-050GYR011-T-10-2025,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR011 COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO,claudia.rosado@imss.gob.mx,"ADQUISICIÓN DE MATERIAL DE OSTEOSINTESIS Y ENDOPROTESIS, EJERCICIO 2025",LICITACIÓN PÚBLICA,YUCATÁN,2025,NO,07/01/2025 09:46,25401,NO,NO,NO,ADQUISICIONES,NO,TRANSFERENCIA ELECTRONICA DE FONDOS,10,,SI,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,NO,MONTO,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/4efbcad25bc4493f980f4e5b301c595d/procedimiento,21/01/2025
E-2025-00006605,LA-07-110-007000999-T-106-2025,007000 - SECRETARIA DE LA DEFENSA NACIONAL,007000999 SUBDIRECCIÓN DE ADQUISICIONES,ssmedicosdn10@sedena.gob.mx,EQ. NO PERMANENTE DEL SV. DE VET. 24 INSTALACIONES Y 11 UUHHMM,LICITACIÓN PÚBLICA,CIUDAD DE MÉXICO,2025,NO,15/01/2025 14:40,"24801,25401,25501,27201,29101,51101,51201,51901,53101",NO,,NO,ADQUISICIONES,NO,VER BASES DE LA CONVOCATORIA,10,24,SI,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,NO,,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/e9bc74ffe0a047d9afaa8e3e3ce38f50/procedimiento,21/01/2025
E-2025-00006627,LA-07-110-007000999-T-108-2025,007000 - SECRETARIA DE LA DEFENSA NACIONAL,007000999 SUBDIRECCIÓN DE ADQUISICIONES,jacardenasc.dn10@sedena.gob.mx,"ADQ. MEDICAMENTOS ESCALONES SANITARIOS 1/O., 2/O. Y 3/ER. NVL. ATN. MÉD. PTE. VI",LICITACIÓN PÚBLICA,CIUDAD DE MÉXICO,2025,NO,15/01/2025 14:52,"25301,25401",NO,NO,NO,ADQUISICIONES,NO,CONFORME A LAS BASES DE LA CONVOCATORIA,10,12,SI,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,NO,,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/fd5bfbbc9b1648e19b89b60b2491e241/procedimiento,21/01/2025
E-2024-00111204,LA-50-GYR-050GYR002-T-27-2025,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR002 JEFATURA DE SERVICIOS ADMINISTRATIVOS,gloria.davilan@imss.gob.mx,"ADQUISICIÓN Y SUMINISTRO DE BIENES, PARTIDA 1: ORTESIS, PARTIDA 2: DOTACIÓN O RE",LICITACIÓN PÚBLICA,JALISCO,2025,NO,17/01/2025 17:31,25401,NO,NO,NO,ADQUISICIONES,NO,TRANSFERENCIA BANCARIA,10,,SI,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,NO,MONTO,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/1c3b4d89c2b047e4945b694da8dda156/procedimiento,21/01/2025
E-2025-00007142,LA-07-110-007000999-T-112-2025,007000 - SECRETARIA DE LA DEFENSA NACIONAL,007000999 SUBDIRECCIÓN DE ADQUISICIONES,jacardenasc.dn10@sedena.gob.mx,ADQUISICIÓN DE INSUMOS PARA LOS PROGRAMAS DE MEDICINA PREVENTIVA,LICITACIÓN PÚBLICA,CIUDAD DE MÉXICO,2025,NO,17/01/2025 11:01,"21601,22301,23701,25301,25401,25501,25901",NO,NO,NO,ADQUISICIONES,NO,CONFORME A LAS BASES DE LA CONVOCATORIA,10,12,SI,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,NO,,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/04ef8879c20d40409144e1296dabb636/procedimiento,21/01/2025
